# Highlighted Box Centers Coordinates
# Image: 1347x386 px
# Grid: 8 rows × 20 columns
# Overlap: X=80%, Y=85%
# Box dimensions: 280.63x188.29 px
# Box aspect ratio: 1.49
# Total highlighted boxes: 55

Number,X,Y,Column,Row
    "row": 3
  },
  {
    "numero": 13,
    "x": 196.44,
    "y": 207.12,
    "col": 2,
    "row": 5
  },
  {
    "numero": 14,
    "x": 196.44,
    "y": 235.37,
    "col": 2,
    "row": 6
  },
  {
    "numero": 19,
    "x": 252.56,
    "y": 235.37,
    "col": 3,
    "row": 3
  },
  {
    "numero": 23,
    "x": 252.56,
    "y": 122.39,
    "col": 3,
    "row": 7
  },
  {
    "numero": 26,
    "x": 308.69,
    "y": 122.39,
    "col": 4,
    "row": 2
  },
  {
    "numero": 30,
    "x": 308.69,
    "y": 235.37,
    "col": 4,
    "row": 6
  },
  {
    "numero": 33,
    "x": 364.81,
    "y": 291.85,
    "col": 5,
    "row": 1
  },
  {
    "numero": 35,
    "x": 364.81,
    "y": 235.37,
    "col": 5,
    "row": 3
  },
  {
    "numero": 38,
    "x": 364.81,
    "y": 150.63,
    "col": 5,
    "row": 6
  },
  {
    "numero": 41,
    "x": 420.94,
    "y": 94.15,
    "col": 6,
    "row": 1
  },
  {
    "numero": 44,
    "x": 420.94,
    "y": 178.88,
    "col": 6,
    "row": 4
  },
  {
    "numero": 47,
    "x": 420.94,
    "y": 263.61,
    "col": 6,
    "row": 7
  },
  {
    "numero": 50,
    "x": 477.06,
    "y": 263.61,
    "col": 7,
    "row": 2
  },
  {
    "numero": 53,
    "x": 477.06,
    "y": 178.88,
    "col": 7,
    "row": 5
  },
  {
    "numero": 56,
    "x": 477.06,
    "y": 94.15,
    "col": 7,
    "row": 8
  },
  {
    "numero": 59,
    "x": 533.19,
    "y": 150.63,
    "col": 8,
    "row": 3
  },
  {
    "numero": 61,
    "x": 533.19,
    "y": 207.12,
    "col": 8,
    "row": 5
  },
  {
    "numero": 64,
    "x": 533.19,
    "y": 291.85,
    "col": 8,
    "row": 8
  },
  {
    "numero": 66,
    "x": 589.31,
    "y": 263.61,
    "col": 9,
    "row": 2
  },
  {
    "numero": 68,
    "x": 589.31,
    "y": 207.12,
    "col": 9,
    "row": 4
  },
  {
    "numero": 71,
    "x": 589.31,
    "y": 122.39,
    "col": 9,
    "row": 7
  },
  {
    "numero": 76,
    "x": 645.44,
    "y": 178.88,
    "col": 10,
    "row": 4
  },
  {
    "numero": 78,
    "x": 645.44,
    "y": 235.37,
    "col": 10,
    "row": 6
  },
  {
    "numero": 81,
    "x": 701.56,
    "y": 291.85,
    "col": 11,
    "row": 1
  },
  {
    "numero": 85,
    "x": 701.56,
    "y": 178.88,
    "col": 11,
    "row": 5
  },
  {
    "numero": 89,
    "x": 757.69,
    "y": 94.15,
    "col": 12,
    "row": 1
  },
  {
    "numero": 93,
    "x": 757.69,
    "y": 207.12,
    "col": 12,
    "row": 5
  },
  {
    "numero": 96,
    "x": 757.69,
    "y": 291.85,
    "col": 12,
    "row": 8
  },
  {
    "numero": 100,
    "x": 813.81,
    "y": 207.12,
    "col": 13,
    "row": 4
  },
  {
    "numero": 107,
    "x": 869.94,
    "y": 150.63,
    "col": 14,
    "row": 3
  },
  {
    "numero": 109,
    "x": 869.94,
    "y": 207.12,
    "col": 14,
    "row": 5
  },
  {
    "numero": 111,
    "x": 869.94,
    "y": 263.61,
    "col": 14,
    "row": 7
  },
  {
    "numero": 116,
    "x": 926.06,
    "y": 207.12,
    "col": 15,
    "row": 4
  },
  {
    "numero": 119,
    "x": 926.06,
    "y": 122.39,
    "col": 15,
    "row": 7
  },
  {
    "numero": 121,
    "x": 982.19,
    "y": 94.15,
    "col": 16,
    "row": 1
  },
  {
    "numero": 124,
    "x": 982.19,
    "y": 178.88,
    "col": 16,
    "row": 4
  },
  {
    "numero": 126,
    "x": 982.19,
    "y": 235.37,
    "col": 16,
    "row": 6
  },
  {
    "numero": 129,
    "x": 1038.31,
    "y": 291.85,
    "col": 17,
    "row": 1
  },
  {
    "numero": 131,
    "x": 1038.31,
    "y": 235.37,
    "col": 17,
    "row": 3
  },
  {
    "numero": 134,
    "x": 1038.31,
    "y": 150.63,
    "col": 17,
    "row": 6
  },
  {
    "numero": 136,
    "x": 1038.31,
    "y": 94.15,
    "col": 17,
    "row": 8
  },
  {
    "numero": 139,
    "x": 1094.44,
    "y": 150.63,
    "col": 18,
    "row": 3
  },
  {
    "numero": 141,
    "x": 1094.44,
    "y": 207.12,
    "col": 18,
    "row": 5
  },
  {
    "numero": 144,
    "x": 1094.44,
    "y": 291.85,
    "col": 18,
    "row": 8
  },
  {
    "numero": 146,
    "x": 1150.56,
    "y": 263.61,
    "col": 19,
    "row": 2
  },
  {
    "numero": 151,
    "x": 1150.56,
    "y": 122.39,
    "col": 19,
    "row": 7
  },
  {
    "numero": 154,
    "x": 1206.69,
    "y": 122.39,
    "col": 20,
    "row": 2
  },
  {
    "numero": 156,
    "x": 1206.69,
    "y": 178.88,
    "col": 20,
    "row": 4
  },
  {
    "numero": 160,
    "x": 1206.69,
    "y": 291.85,
    "col": 20,
    "row": 8
  }
]
